DAY_DATE,MONTH_ID,QUARTER_ID,YEAR_ID,PREV_DAY_DATE,LM_DAY_DATE,LQ_DAY_DATE,LY_DAY_DATE
13-May-16,201605,20162,2016,12-May-16,13-Apr-16,13-Feb-16,13-May-15
14-May-16,201605,20162,2016,13-May-16,14-Apr-16,14-Feb-16,14-May-15
15-May-16,201605,20162,2016,14-May-16,15-Apr-16,15-Feb-16,15-May-15
16-May-16,201605,20162,2016,15-May-16,16-Apr-16,16-Feb-16,16-May-15
17-May-16,201605,20162,2016,16-May-16,17-Apr-16,17-Feb-16,17-May-15
18-May-16,201605,20162,2016,17-May-16,18-Apr-16,18-Feb-16,18-May-15
19-May-16,201605,20162,2016,18-May-16,19-Apr-16,19-Feb-16,19-May-15
20-May-16,201605,20162,2016,19-May-16,20-Apr-16,20-Feb-16,20-May-15
21-May-16,201605,20162,2016,20-May-16,21-Apr-16,21-Feb-16,21-May-15
22-May-16,201605,20162,2016,21-May-16,22-Apr-16,22-Feb-16,22-May-15
23-May-16,201605,20162,2016,22-May-16,23-Apr-16,23-Feb-16,23-May-15
24-May-16,201605,20162,2016,23-May-16,24-Apr-16,24-Feb-16,24-May-15
25-May-16,201605,20162,2016,24-May-16,25-Apr-16,25-Feb-16,25-May-15
26-May-16,201605,20162,2016,25-May-16,26-Apr-16,26-Feb-16,26-May-15
27-May-16,201605,20162,2016,26-May-16,27-Apr-16,27-Feb-16,27-May-15
28-May-16,201605,20162,2016,27-May-16,28-Apr-16,28-Feb-16,28-May-15
29-May-16,201605,20162,2016,28-May-16,29-Apr-16,29-Feb-16,29-May-15
30-May-16,201605,20162,2016,29-May-16,30-Apr-16,01-Mar-16,30-May-15
31-May-16,201605,20162,2016,30-May-16,30-Apr-16,02-Mar-16,31-May-15
01-Jun-16,201606,20162,2016,31-May-16,01-May-16,03-Mar-16,01-Jun-15
02-Jun-16,201606,20162,2016,01-Jun-16,02-May-16,04-Mar-16,02-Jun-15
03-Jun-16,201606,20162,2016,02-Jun-16,03-May-16,05-Mar-16,03-Jun-15
04-Jun-16,201606,20162,2016,03-Jun-16,04-May-16,06-Mar-16,04-Jun-15
05-Jun-16,201606,20162,2016,04-Jun-16,05-May-16,07-Mar-16,05-Jun-15
06-Jun-16,201606,20162,2016,05-Jun-16,06-May-16,08-Mar-16,06-Jun-15
07-Jun-16,201606,20162,2016,06-Jun-16,07-May-16,09-Mar-16,07-Jun-15
08-Jun-16,201606,20162,2016,07-Jun-16,08-May-16,10-Mar-16,08-Jun-15
09-Jun-16,201606,20162,2016,08-Jun-16,09-May-16,11-Mar-16,09-Jun-15
10-Jun-16,201606,20162,2016,09-Jun-16,10-May-16,12-Mar-16,10-Jun-15
11-Jun-16,201606,20162,2016,10-Jun-16,11-May-16,13-Mar-16,11-Jun-15
12-Jun-16,201606,20162,2016,11-Jun-16,12-May-16,14-Mar-16,12-Jun-15
13-Jun-16,201606,20162,2016,12-Jun-16,13-May-16,15-Mar-16,13-Jun-15
14-Jun-16,201606,20162,2016,13-Jun-16,14-May-16,16-Mar-16,14-Jun-15
15-Jun-16,201606,20162,2016,14-Jun-16,15-May-16,17-Mar-16,15-Jun-15
16-Jun-16,201606,20162,2016,15-Jun-16,16-May-16,18-Mar-16,16-Jun-15
17-Jun-16,201606,20162,2016,16-Jun-16,17-May-16,19-Mar-16,17-Jun-15
18-Jun-16,201606,20162,2016,17-Jun-16,18-May-16,20-Mar-16,18-Jun-15
19-Jun-16,201606,20162,2016,18-Jun-16,19-May-16,21-Mar-16,19-Jun-15
20-Jun-16,201606,20162,2016,19-Jun-16,20-May-16,22-Mar-16,20-Jun-15
21-Jun-16,201606,20162,2016,20-Jun-16,21-May-16,23-Mar-16,21-Jun-15
22-Jun-16,201606,20162,2016,21-Jun-16,22-May-16,24-Mar-16,22-Jun-15
23-Jun-16,201606,20162,2016,22-Jun-16,23-May-16,25-Mar-16,23-Jun-15
24-Jun-16,201606,20162,2016,23-Jun-16,24-May-16,26-Mar-16,24-Jun-15
25-Jun-16,201606,20162,2016,24-Jun-16,25-May-16,27-Mar-16,25-Jun-15
26-Jun-16,201606,20162,2016,25-Jun-16,26-May-16,28-Mar-16,26-Jun-15
27-Jun-16,201606,20162,2016,26-Jun-16,27-May-16,29-Mar-16,27-Jun-15
28-Jun-16,201606,20162,2016,27-Jun-16,28-May-16,30-Mar-16,28-Jun-15
29-Jun-16,201606,20162,2016,28-Jun-16,29-May-16,31-Mar-16,29-Jun-15
30-Jun-16,201606,20162,2016,29-Jun-16,30-May-16,01-Apr-16,30-Jun-15
01-Jul-16,201607,20163,2016,30-Jun-16,01-Jun-16,02-Apr-16,01-Jul-15
02-Jul-16,201607,20163,2016,01-Jul-16,02-Jun-16,03-Apr-16,02-Jul-15
03-Jul-16,201607,20163,2016,02-Jul-16,03-Jun-16,04-Apr-16,03-Jul-15
04-Jul-16,201607,20163,2016,03-Jul-16,04-Jun-16,05-Apr-16,04-Jul-15
05-Jul-16,201607,20163,2016,04-Jul-16,05-Jun-16,06-Apr-16,05-Jul-15
06-Jul-16,201607,20163,2016,05-Jul-16,06-Jun-16,07-Apr-16,06-Jul-15
07-Jul-16,201607,20163,2016,06-Jul-16,07-Jun-16,08-Apr-16,07-Jul-15
08-Jul-16,201607,20163,2016,07-Jul-16,08-Jun-16,09-Apr-16,08-Jul-15
09-Jul-16,201607,20163,2016,08-Jul-16,09-Jun-16,10-Apr-16,09-Jul-15
10-Jul-16,201607,20163,2016,09-Jul-16,10-Jun-16,11-Apr-16,10-Jul-15
11-Jul-16,201607,20163,2016,10-Jul-16,11-Jun-16,12-Apr-16,11-Jul-15
12-Jul-16,201607,20163,2016,11-Jul-16,12-Jun-16,13-Apr-16,12-Jul-15
13-Jul-16,201607,20163,2016,12-Jul-16,13-Jun-16,14-Apr-16,13-Jul-15
14-Jul-16,201607,20163,2016,13-Jul-16,14-Jun-16,15-Apr-16,14-Jul-15
15-Jul-16,201607,20163,2016,14-Jul-16,15-Jun-16,16-Apr-16,15-Jul-15
16-Jul-16,201607,20163,2016,15-Jul-16,16-Jun-16,17-Apr-16,16-Jul-15
17-Jul-16,201607,20163,2016,16-Jul-16,17-Jun-16,18-Apr-16,17-Jul-15
18-Jul-16,201607,20163,2016,17-Jul-16,18-Jun-16,19-Apr-16,18-Jul-15
19-Jul-16,201607,20163,2016,18-Jul-16,19-Jun-16,20-Apr-16,19-Jul-15
20-Jul-16,201607,20163,2016,19-Jul-16,20-Jun-16,21-Apr-16,20-Jul-15
21-Jul-16,201607,20163,2016,20-Jul-16,21-Jun-16,22-Apr-16,21-Jul-15
22-Jul-16,201607,20163,2016,21-Jul-16,22-Jun-16,23-Apr-16,22-Jul-15
23-Jul-16,201607,20163,2016,22-Jul-16,23-Jun-16,24-Apr-16,23-Jul-15
24-Jul-16,201607,20163,2016,23-Jul-16,24-Jun-16,25-Apr-16,24-Jul-15
25-Jul-16,201607,20163,2016,24-Jul-16,25-Jun-16,26-Apr-16,25-Jul-15
26-Jul-16,201607,20163,2016,25-Jul-16,26-Jun-16,27-Apr-16,26-Jul-15
27-Jul-16,201607,20163,2016,26-Jul-16,27-Jun-16,28-Apr-16,27-Jul-15
28-Jul-16,201607,20163,2016,27-Jul-16,28-Jun-16,29-Apr-16,28-Jul-15
29-Jul-16,201607,20163,2016,28-Jul-16,29-Jun-16,30-Apr-16,29-Jul-15
30-Jul-16,201607,20163,2016,29-Jul-16,30-Jun-16,01-May-16,30-Jul-15
31-Jul-16,201607,20163,2016,30-Jul-16,30-Jun-16,02-May-16,31-Jul-15
01-Aug-16,201608,20163,2016,31-Jul-16,01-Jul-16,03-May-16,01-Aug-15
02-Aug-16,201608,20163,2016,01-Aug-16,02-Jul-16,04-May-16,02-Aug-15
03-Aug-16,201608,20163,2016,02-Aug-16,03-Jul-16,05-May-16,03-Aug-15
04-Aug-16,201608,20163,2016,03-Aug-16,04-Jul-16,06-May-16,04-Aug-15
05-Aug-16,201608,20163,2016,04-Aug-16,05-Jul-16,07-May-16,05-Aug-15
06-Aug-16,201608,20163,2016,05-Aug-16,06-Jul-16,08-May-16,06-Aug-15
07-Aug-16,201608,20163,2016,06-Aug-16,07-Jul-16,09-May-16,07-Aug-15
08-Aug-16,201608,20163,2016,07-Aug-16,08-Jul-16,10-May-16,08-Aug-15
09-Aug-16,201608,20163,2016,08-Aug-16,09-Jul-16,11-May-16,09-Aug-15
10-Aug-16,201608,20163,2016,09-Aug-16,10-Jul-16,12-May-16,10-Aug-15
11-Aug-16,201608,20163,2016,10-Aug-16,11-Jul-16,13-May-16,11-Aug-15
12-Aug-16,201608,20163,2016,11-Aug-16,12-Jul-16,14-May-16,12-Aug-15
13-Aug-16,201608,20163,2016,12-Aug-16,13-Jul-16,15-May-16,13-Aug-15
14-Aug-16,201608,20163,2016,13-Aug-16,14-Jul-16,16-May-16,14-Aug-15
15-Aug-16,201608,20163,2016,14-Aug-16,15-Jul-16,17-May-16,15-Aug-15
16-Aug-16,201608,20163,2016,15-Aug-16,16-Jul-16,18-May-16,16-Aug-15
17-Aug-16,201608,20163,2016,16-Aug-16,17-Jul-16,19-May-16,17-Aug-15
18-Aug-16,201608,20163,2016,17-Aug-16,18-Jul-16,20-May-16,18-Aug-15
19-Aug-16,201608,20163,2016,18-Aug-16,19-Jul-16,21-May-16,19-Aug-15
20-Aug-16,201608,20163,2016,19-Aug-16,20-Jul-16,22-May-16,20-Aug-15
21-Aug-16,201608,20163,2016,20-Aug-16,21-Jul-16,23-May-16,21-Aug-15
22-Aug-16,201608,20163,2016,21-Aug-16,22-Jul-16,24-May-16,22-Aug-15
23-Aug-16,201608,20163,2016,22-Aug-16,23-Jul-16,25-May-16,23-Aug-15
24-Aug-16,201608,20163,2016,23-Aug-16,24-Jul-16,26-May-16,24-Aug-15
25-Aug-16,201608,20163,2016,24-Aug-16,25-Jul-16,27-May-16,25-Aug-15
26-Aug-16,201608,20163,2016,25-Aug-16,26-Jul-16,28-May-16,26-Aug-15
27-Aug-16,201608,20163,2016,26-Aug-16,27-Jul-16,29-May-16,27-Aug-15
28-Aug-16,201608,20163,2016,27-Aug-16,28-Jul-16,30-May-16,28-Aug-15
29-Aug-16,201608,20163,2016,28-Aug-16,29-Jul-16,31-May-16,29-Aug-15
30-Aug-16,201608,20163,2016,29-Aug-16,30-Jul-16,01-Jun-16,30-Aug-15
31-Aug-16,201608,20163,2016,30-Aug-16,31-Jul-16,02-Jun-16,31-Aug-15
01-Sep-16,201609,20163,2016,31-Aug-16,01-Aug-16,03-Jun-16,01-Sep-15
02-Sep-16,201609,20163,2016,01-Sep-16,02-Aug-16,04-Jun-16,02-Sep-15
03-Sep-16,201609,20163,2016,02-Sep-16,03-Aug-16,05-Jun-16,03-Sep-15
04-Sep-16,201609,20163,2016,03-Sep-16,04-Aug-16,06-Jun-16,04-Sep-15
05-Sep-16,201609,20163,2016,04-Sep-16,05-Aug-16,07-Jun-16,05-Sep-15
06-Sep-16,201609,20163,2016,05-Sep-16,06-Aug-16,08-Jun-16,06-Sep-15
07-Sep-16,201609,20163,2016,06-Sep-16,07-Aug-16,09-Jun-16,07-Sep-15
08-Sep-16,201609,20163,2016,07-Sep-16,08-Aug-16,10-Jun-16,08-Sep-15
09-Sep-16,201609,20163,2016,08-Sep-16,09-Aug-16,11-Jun-16,09-Sep-15
10-Sep-16,201609,20163,2016,09-Sep-16,10-Aug-16,12-Jun-16,10-Sep-15
11-Sep-16,201609,20163,2016,10-Sep-16,11-Aug-16,13-Jun-16,11-Sep-15
12-Sep-16,201609,20163,2016,11-Sep-16,12-Aug-16,14-Jun-16,12-Sep-15
13-Sep-16,201609,20163,2016,12-Sep-16,13-Aug-16,15-Jun-16,13-Sep-15
14-Sep-16,201609,20163,2016,13-Sep-16,14-Aug-16,16-Jun-16,14-Sep-15
15-Sep-16,201609,20163,2016,14-Sep-16,15-Aug-16,17-Jun-16,15-Sep-15
16-Sep-16,201609,20163,2016,15-Sep-16,16-Aug-16,18-Jun-16,16-Sep-15
17-Sep-16,201609,20163,2016,16-Sep-16,17-Aug-16,19-Jun-16,17-Sep-15
18-Sep-16,201609,20163,2016,17-Sep-16,18-Aug-16,20-Jun-16,18-Sep-15
19-Sep-16,201609,20163,2016,18-Sep-16,19-Aug-16,21-Jun-16,19-Sep-15
20-Sep-16,201609,20163,2016,19-Sep-16,20-Aug-16,22-Jun-16,20-Sep-15
21-Sep-16,201609,20163,2016,20-Sep-16,21-Aug-16,23-Jun-16,21-Sep-15
22-Sep-16,201609,20163,2016,21-Sep-16,22-Aug-16,24-Jun-16,22-Sep-15
23-Sep-16,201609,20163,2016,22-Sep-16,23-Aug-16,25-Jun-16,23-Sep-15
24-Sep-16,201609,20163,2016,23-Sep-16,24-Aug-16,26-Jun-16,24-Sep-15
25-Sep-16,201609,20163,2016,24-Sep-16,25-Aug-16,27-Jun-16,25-Sep-15
26-Sep-16,201609,20163,2016,25-Sep-16,26-Aug-16,28-Jun-16,26-Sep-15
27-Sep-16,201609,20163,2016,26-Sep-16,27-Aug-16,29-Jun-16,27-Sep-15
28-Sep-16,201609,20163,2016,27-Sep-16,28-Aug-16,30-Jun-16,28-Sep-15
29-Sep-16,201609,20163,2016,28-Sep-16,29-Aug-16,30-Jun-16,29-Sep-15
30-Sep-16,201609,20163,2016,29-Sep-16,30-Aug-16,01-Jul-16,30-Sep-15
01-Oct-16,201610,20164,2016,30-Sep-16,01-Sep-16,02-Jul-16,01-Oct-15
02-Oct-16,201610,20164,2016,01-Oct-16,02-Sep-16,03-Jul-16,02-Oct-15
03-Oct-16,201610,20164,2016,02-Oct-16,03-Sep-16,04-Jul-16,03-Oct-15
04-Oct-16,201610,20164,2016,03-Oct-16,04-Sep-16,05-Jul-16,04-Oct-15
05-Oct-16,201610,20164,2016,04-Oct-16,05-Sep-16,06-Jul-16,05-Oct-15
06-Oct-16,201610,20164,2016,05-Oct-16,06-Sep-16,07-Jul-16,06-Oct-15
07-Oct-16,201610,20164,2016,06-Oct-16,07-Sep-16,08-Jul-16,07-Oct-15
08-Oct-16,201610,20164,2016,07-Oct-16,08-Sep-16,09-Jul-16,08-Oct-15
09-Oct-16,201610,20164,2016,08-Oct-16,09-Sep-16,10-Jul-16,09-Oct-15
10-Oct-16,201610,20164,2016,09-Oct-16,10-Sep-16,11-Jul-16,10-Oct-15
11-Oct-16,201610,20164,2016,10-Oct-16,11-Sep-16,12-Jul-16,11-Oct-15
12-Oct-16,201610,20164,2016,11-Oct-16,12-Sep-16,13-Jul-16,12-Oct-15
13-Oct-16,201610,20164,2016,12-Oct-16,13-Sep-16,14-Jul-16,13-Oct-15
14-Oct-16,201610,20164,2016,13-Oct-16,14-Sep-16,15-Jul-16,14-Oct-15
15-Oct-16,201610,20164,2016,14-Oct-16,15-Sep-16,16-Jul-16,15-Oct-15
16-Oct-16,201610,20164,2016,15-Oct-16,16-Sep-16,17-Jul-16,16-Oct-15
17-Oct-16,201610,20164,2016,16-Oct-16,17-Sep-16,18-Jul-16,17-Oct-15
18-Oct-16,201610,20164,2016,17-Oct-16,18-Sep-16,19-Jul-16,18-Oct-15
19-Oct-16,201610,20164,2016,18-Oct-16,19-Sep-16,20-Jul-16,19-Oct-15
20-Oct-16,201610,20164,2016,19-Oct-16,20-Sep-16,21-Jul-16,20-Oct-15
21-Oct-16,201610,20164,2016,20-Oct-16,21-Sep-16,22-Jul-16,21-Oct-15
22-Oct-16,201610,20164,2016,21-Oct-16,22-Sep-16,23-Jul-16,22-Oct-15
23-Oct-16,201610,20164,2016,22-Oct-16,23-Sep-16,24-Jul-16,23-Oct-15
24-Oct-16,201610,20164,2016,23-Oct-16,24-Sep-16,25-Jul-16,24-Oct-15
25-Oct-16,201610,20164,2016,24-Oct-16,25-Sep-16,26-Jul-16,25-Oct-15
26-Oct-16,201610,20164,2016,25-Oct-16,26-Sep-16,27-Jul-16,26-Oct-15
27-Oct-16,201610,20164,2016,26-Oct-16,27-Sep-16,28-Jul-16,27-Oct-15
28-Oct-16,201610,20164,2016,27-Oct-16,28-Sep-16,29-Jul-16,28-Oct-15
29-Oct-16,201610,20164,2016,28-Oct-16,29-Sep-16,30-Jul-16,29-Oct-15
30-Oct-16,201610,20164,2016,29-Oct-16,30-Sep-16,31-Jul-16,30-Oct-15
31-Oct-16,201610,20164,2016,30-Oct-16,30-Sep-16,01-Aug-16,31-Oct-15
01-Nov-16,201611,20164,2016,31-Oct-16,01-Oct-16,02-Aug-16,01-Nov-15
02-Nov-16,201611,20164,2016,01-Nov-16,02-Oct-16,03-Aug-16,02-Nov-15
03-Nov-16,201611,20164,2016,02-Nov-16,03-Oct-16,04-Aug-16,03-Nov-15
04-Nov-16,201611,20164,2016,03-Nov-16,04-Oct-16,05-Aug-16,04-Nov-15
05-Nov-16,201611,20164,2016,04-Nov-16,05-Oct-16,06-Aug-16,05-Nov-15
06-Nov-16,201611,20164,2016,05-Nov-16,06-Oct-16,07-Aug-16,06-Nov-15
07-Nov-16,201611,20164,2016,06-Nov-16,07-Oct-16,08-Aug-16,07-Nov-15
08-Nov-16,201611,20164,2016,07-Nov-16,08-Oct-16,09-Aug-16,08-Nov-15
09-Nov-16,201611,20164,2016,08-Nov-16,09-Oct-16,10-Aug-16,09-Nov-15
10-Nov-16,201611,20164,2016,09-Nov-16,10-Oct-16,11-Aug-16,10-Nov-15
11-Nov-16,201611,20164,2016,10-Nov-16,11-Oct-16,12-Aug-16,11-Nov-15
12-Nov-16,201611,20164,2016,11-Nov-16,12-Oct-16,13-Aug-16,12-Nov-15
13-Nov-16,201611,20164,2016,12-Nov-16,13-Oct-16,14-Aug-16,13-Nov-15
14-Nov-16,201611,20164,2016,13-Nov-16,14-Oct-16,15-Aug-16,14-Nov-15
15-Nov-16,201611,20164,2016,14-Nov-16,15-Oct-16,16-Aug-16,15-Nov-15
16-Nov-16,201611,20164,2016,15-Nov-16,16-Oct-16,17-Aug-16,16-Nov-15
17-Nov-16,201611,20164,2016,16-Nov-16,17-Oct-16,18-Aug-16,17-Nov-15
18-Nov-16,201611,20164,2016,17-Nov-16,18-Oct-16,19-Aug-16,18-Nov-15
19-Nov-16,201611,20164,2016,18-Nov-16,19-Oct-16,20-Aug-16,19-Nov-15
20-Nov-16,201611,20164,2016,19-Nov-16,20-Oct-16,21-Aug-16,20-Nov-15
21-Nov-16,201611,20164,2016,20-Nov-16,21-Oct-16,22-Aug-16,21-Nov-15
22-Nov-16,201611,20164,2016,21-Nov-16,22-Oct-16,23-Aug-16,22-Nov-15
23-Nov-16,201611,20164,2016,22-Nov-16,23-Oct-16,24-Aug-16,23-Nov-15
24-Nov-16,201611,20164,2016,23-Nov-16,24-Oct-16,25-Aug-16,24-Nov-15
25-Nov-16,201611,20164,2016,24-Nov-16,25-Oct-16,26-Aug-16,25-Nov-15
26-Nov-16,201611,20164,2016,25-Nov-16,26-Oct-16,27-Aug-16,26-Nov-15
27-Nov-16,201611,20164,2016,26-Nov-16,27-Oct-16,28-Aug-16,27-Nov-15
28-Nov-16,201611,20164,2016,27-Nov-16,28-Oct-16,29-Aug-16,28-Nov-15
29-Nov-16,201611,20164,2016,28-Nov-16,29-Oct-16,30-Aug-16,29-Nov-15
30-Nov-16,201611,20164,2016,29-Nov-16,30-Oct-16,31-Aug-16,30-Nov-15
01-Dec-16,201612,20164,2016,30-Nov-16,01-Nov-16,01-Sep-16,01-Dec-15
02-Dec-16,201612,20164,2016,01-Dec-16,02-Nov-16,02-Sep-16,02-Dec-15
03-Dec-16,201612,20164,2016,02-Dec-16,03-Nov-16,03-Sep-16,03-Dec-15
04-Dec-16,201612,20164,2016,03-Dec-16,04-Nov-16,04-Sep-16,04-Dec-15
05-Dec-16,201612,20164,2016,04-Dec-16,05-Nov-16,05-Sep-16,05-Dec-15
06-Dec-16,201612,20164,2016,05-Dec-16,06-Nov-16,06-Sep-16,06-Dec-15
07-Dec-16,201612,20164,2016,06-Dec-16,07-Nov-16,07-Sep-16,07-Dec-15
08-Dec-16,201612,20164,2016,07-Dec-16,08-Nov-16,08-Sep-16,08-Dec-15
09-Dec-16,201612,20164,2016,08-Dec-16,09-Nov-16,09-Sep-16,09-Dec-15
10-Dec-16,201612,20164,2016,09-Dec-16,10-Nov-16,10-Sep-16,10-Dec-15
11-Dec-16,201612,20164,2016,10-Dec-16,11-Nov-16,11-Sep-16,11-Dec-15
12-Dec-16,201612,20164,2016,11-Dec-16,12-Nov-16,12-Sep-16,12-Dec-15
13-Dec-16,201612,20164,2016,12-Dec-16,13-Nov-16,13-Sep-16,13-Dec-15
14-Dec-16,201612,20164,2016,13-Dec-16,14-Nov-16,14-Sep-16,14-Dec-15
15-Dec-16,201612,20164,2016,14-Dec-16,15-Nov-16,15-Sep-16,15-Dec-15
16-Dec-16,201612,20164,2016,15-Dec-16,16-Nov-16,16-Sep-16,16-Dec-15
17-Dec-16,201612,20164,2016,16-Dec-16,17-Nov-16,17-Sep-16,17-Dec-15
18-Dec-16,201612,20164,2016,17-Dec-16,18-Nov-16,18-Sep-16,18-Dec-15
19-Dec-16,201612,20164,2016,18-Dec-16,19-Nov-16,19-Sep-16,19-Dec-15
20-Dec-16,201612,20164,2016,19-Dec-16,20-Nov-16,20-Sep-16,20-Dec-15
21-Dec-16,201612,20164,2016,20-Dec-16,21-Nov-16,21-Sep-16,21-Dec-15
22-Dec-16,201612,20164,2016,21-Dec-16,22-Nov-16,22-Sep-16,22-Dec-15
23-Dec-16,201612,20164,2016,22-Dec-16,23-Nov-16,23-Sep-16,23-Dec-15
24-Dec-16,201612,20164,2016,23-Dec-16,24-Nov-16,24-Sep-16,24-Dec-15
25-Dec-16,201612,20164,2016,24-Dec-16,25-Nov-16,25-Sep-16,25-Dec-15
26-Dec-16,201612,20164,2016,25-Dec-16,26-Nov-16,26-Sep-16,26-Dec-15
27-Dec-16,201612,20164,2016,26-Dec-16,27-Nov-16,27-Sep-16,27-Dec-15
28-Dec-16,201612,20164,2016,27-Dec-16,28-Nov-16,28-Sep-16,28-Dec-15
29-Dec-16,201612,20164,2016,28-Dec-16,29-Nov-16,29-Sep-16,29-Dec-15
30-Dec-16,201612,20164,2016,29-Dec-16,30-Nov-16,30-Sep-16,30-Dec-15
31-Dec-16,201612,20164,2016,30-Dec-16,30-Nov-16,01-Oct-16,31-Dec-15
01-Jan-17,201701,20171,2017,31-Dec-16,01-Dec-16,02-Oct-16,01-Jan-16
02-Jan-17,201701,20171,2017,01-Jan-17,02-Dec-16,03-Oct-16,02-Jan-16
03-Jan-17,201701,20171,2017,02-Jan-17,03-Dec-16,04-Oct-16,03-Jan-16
04-Jan-17,201701,20171,2017,03-Jan-17,04-Dec-16,05-Oct-16,04-Jan-16
05-Jan-17,201701,20171,2017,04-Jan-17,05-Dec-16,06-Oct-16,05-Jan-16
06-Jan-17,201701,20171,2017,05-Jan-17,06-Dec-16,07-Oct-16,06-Jan-16
07-Jan-17,201701,20171,2017,06-Jan-17,07-Dec-16,08-Oct-16,07-Jan-16
08-Jan-17,201701,20171,2017,07-Jan-17,08-Dec-16,09-Oct-16,08-Jan-16
09-Jan-17,201701,20171,2017,08-Jan-17,09-Dec-16,10-Oct-16,09-Jan-16
10-Jan-17,201701,20171,2017,09-Jan-17,10-Dec-16,11-Oct-16,10-Jan-16
11-Jan-17,201701,20171,2017,10-Jan-17,11-Dec-16,12-Oct-16,11-Jan-16
12-Jan-17,201701,20171,2017,11-Jan-17,12-Dec-16,13-Oct-16,12-Jan-16
13-Jan-17,201701,20171,2017,12-Jan-17,13-Dec-16,14-Oct-16,13-Jan-16
14-Jan-17,201701,20171,2017,13-Jan-17,14-Dec-16,15-Oct-16,14-Jan-16
15-Jan-17,201701,20171,2017,14-Jan-17,15-Dec-16,16-Oct-16,15-Jan-16
16-Jan-17,201701,20171,2017,15-Jan-17,16-Dec-16,17-Oct-16,16-Jan-16
17-Jan-17,201701,20171,2017,16-Jan-17,17-Dec-16,18-Oct-16,17-Jan-16
18-Jan-17,201701,20171,2017,17-Jan-17,18-Dec-16,19-Oct-16,18-Jan-16
19-Jan-17,201701,20171,2017,18-Jan-17,19-Dec-16,20-Oct-16,19-Jan-16
20-Jan-17,201701,20171,2017,19-Jan-17,20-Dec-16,21-Oct-16,20-Jan-16
21-Jan-17,201701,20171,2017,20-Jan-17,21-Dec-16,22-Oct-16,21-Jan-16
22-Jan-17,201701,20171,2017,21-Jan-17,22-Dec-16,23-Oct-16,22-Jan-16
23-Jan-17,201701,20171,2017,22-Jan-17,23-Dec-16,24-Oct-16,23-Jan-16
24-Jan-17,201701,20171,2017,23-Jan-17,24-Dec-16,25-Oct-16,24-Jan-16
25-Jan-17,201701,20171,2017,24-Jan-17,25-Dec-16,26-Oct-16,25-Jan-16
26-Jan-17,201701,20171,2017,25-Jan-17,26-Dec-16,27-Oct-16,26-Jan-16
27-Jan-17,201701,20171,2017,26-Jan-17,27-Dec-16,28-Oct-16,27-Jan-16
28-Jan-17,201701,20171,2017,27-Jan-17,28-Dec-16,29-Oct-16,28-Jan-16
29-Jan-17,201701,20171,2017,28-Jan-17,29-Dec-16,30-Oct-16,29-Jan-16
30-Jan-17,201701,20171,2017,29-Jan-17,30-Dec-16,31-Oct-16,30-Jan-16
31-Jan-17,201701,20171,2017,30-Jan-17,31-Dec-16,01-Nov-16,31-Jan-16
01-Feb-17,201702,20171,2017,31-Jan-17,01-Jan-17,02-Nov-16,01-Feb-16
02-Feb-17,201702,20171,2017,01-Feb-17,02-Jan-17,03-Nov-16,02-Feb-16
03-Feb-17,201702,20171,2017,02-Feb-17,03-Jan-17,04-Nov-16,03-Feb-16
04-Feb-17,201702,20171,2017,03-Feb-17,04-Jan-17,05-Nov-16,04-Feb-16
05-Feb-17,201702,20171,2017,04-Feb-17,05-Jan-17,06-Nov-16,05-Feb-16
06-Feb-17,201702,20171,2017,05-Feb-17,06-Jan-17,07-Nov-16,06-Feb-16
07-Feb-17,201702,20171,2017,06-Feb-17,07-Jan-17,08-Nov-16,07-Feb-16
08-Feb-17,201702,20171,2017,07-Feb-17,08-Jan-17,09-Nov-16,08-Feb-16
09-Feb-17,201702,20171,2017,08-Feb-17,09-Jan-17,10-Nov-16,09-Feb-16
10-Feb-17,201702,20171,2017,09-Feb-17,10-Jan-17,11-Nov-16,10-Feb-16
11-Feb-17,201702,20171,2017,10-Feb-17,11-Jan-17,12-Nov-16,11-Feb-16
12-Feb-17,201702,20171,2017,11-Feb-17,12-Jan-17,13-Nov-16,12-Feb-16
13-Feb-17,201702,20171,2017,12-Feb-17,13-Jan-17,14-Nov-16,13-Feb-16
14-Feb-17,201702,20171,2017,13-Feb-17,14-Jan-17,15-Nov-16,14-Feb-16
15-Feb-17,201702,20171,2017,14-Feb-17,15-Jan-17,16-Nov-16,15-Feb-16
16-Feb-17,201702,20171,2017,15-Feb-17,16-Jan-17,17-Nov-16,16-Feb-16
17-Feb-17,201702,20171,2017,16-Feb-17,17-Jan-17,18-Nov-16,17-Feb-16
18-Feb-17,201702,20171,2017,17-Feb-17,18-Jan-17,19-Nov-16,18-Feb-16
19-Feb-17,201702,20171,2017,18-Feb-17,19-Jan-17,20-Nov-16,19-Feb-16
20-Feb-17,201702,20171,2017,19-Feb-17,20-Jan-17,21-Nov-16,20-Feb-16
21-Feb-17,201702,20171,2017,20-Feb-17,21-Jan-17,22-Nov-16,21-Feb-16
22-Feb-17,201702,20171,2017,21-Feb-17,22-Jan-17,23-Nov-16,22-Feb-16
23-Feb-17,201702,20171,2017,22-Feb-17,23-Jan-17,24-Nov-16,23-Feb-16
24-Feb-17,201702,20171,2017,23-Feb-17,24-Jan-17,25-Nov-16,24-Feb-16
